label,text,new_label_star,sentiment
0,"I hate giving out one star on here but in this case I feel like it's deserved.\nI've taken mine, and my bf's, cars here pretty much since we moved to Vegas last summer. The last time I took his car they managed to suck up the rubber discs on the bottom of his cup holders. I didn't notice it at first but about half way home I did and gave them a call. They told me that they would look for them and call me back. After about a week I had to call them back, once again I was told I would get a call back and of course I didn't. Finally I was told that they never had a chance to look and that the vacuums were already emptied and then was hung up on. The awful customer service will keep me away.",1,n
0,"The Monument was one of three courses I played while trying to get away from the Chicago cold for a week in late March 2014.  For the money I paid, the best way to sum it up is that it still beat a good day in the office.\n\nThe course staff was friendly and courteous, and we played in about 4 hours, which is about 30 minutes faster than time par, but that may have had more to do with a 2:10 pm tee time on a Monday afternoon, so the course was pretty empty.  You do get a feeling that you're golfing in the middle of a desert, but I don't feel that the course was anything special as far as being picturesque.  The only time I felt like taking a picture was on the third hole, which had the Monument rock in the middle of the fairway.  I did like the sand in the bunkers.  It was actually sand, as opposed to rock (admittedly I wish I didn't have to discover that; fortunately I only experienced two of them).\n\nThe greens were horrible.  I have no doubt I could find a smoother putting surface on a Chicago city street during pothole season.  I've never seen so many bumps and jostles between the ball and the hole.  My playing partner was affected more because he was generally left with longer putts than me, but on at least 6 holes I watched him miss a putt because the ball bounced within 6 feet of the cup and subsequently fell off line.  On three others where he had long putts, I know his ball stopped shorter than he was planning on because of those bumps.  The wind affected my shots enough that I often had to chip and putt, but the bounciness of the greens cost me strokes with the putter as well.  I'm glad I had to chip and putt, because given the condition of the greens, that probably saved me from multiple 3-putt holes.\n\nI feel that the only reason the price is justified is so they can run the animation for the course flyovers on their website.  This is NOT a course I will play again when I come back to Arizona.  The course I played earlier in my trip, for half the price, had smoother greens than this.",1,n
0,"I know that some People really love Dr. Wilson. That is why I went to her in the first place. I have tried to wait awhile before reviewing this, so my anger would cool down.\n\nSome people that work in her office are nice. Especially one of her nurses.\nI cannot remember her name,but she is older and blonde and perhaps German. She is the best person that works there.\nThe rest that work there all act as if they are doing you a favor by being there.\nThe worst is Shannon. She is beyond rude!\nI had surgery with Dr. Wilson about 6months ago now. I had the worst treatment of my medical life from this Shannon. Everyone I have ever talked to about this and has had dealings with her has said the same thing.\nMy pain medication was never discussed just given to me (in prescription). When I asked about not having heavy pain meds, Just perhaps a relaxer. She actually started raising her voice to me and refused to explain anything.\n\nWhen I did have the surgery, I went to the Piper Center. They were wonderful Thank you Jesus. I do not know what I would of done if everyone had treated me the way I was treated at Dr. Wilson's office.\n After my Surgery, the Dr. did not speak to anyone in my family about it. To say if I was dead or alive, nothing. They were all there in the waiting room.\nThey saw her sail out the door and never return.\nNot only did she not come to see me and check on me in the hospital the next day, she sent no one.\nWhen I asked the nurses when the DR. was coming so I could go home. They said she is not, she does not do it that way.\nNo one ever came to see me, no one ever called me, or emailed ,or sent a letter, Nothing! I had a serious surgery as well.\nMy dentist called me the day after a crown to make sure I was alright!\n\nWhen I went back to her 6 weeks later, I said no one ever came to see me, or call me to see if I was alright. She (the Dr.) said we do not do it like that.\nI understand that she is good at what she does, but no bed side manner here at all. Her staff is the same way. \nThey treat you as if you are a Welfare case. Which of course I am not, everything was paid for in full.     But, no one should be treated this way for any reason.\n\n\nBefore I was even dressed from the exam, they were in the room preparing it for the next Victim. That happened 2 times! On 2 separate visits! I am not kidding about that at all. Just walked in the room 2 of them with the door open and started getting it ready.\n\n\nI do not care how good you are, you cannot treat people like this. I would NEVER recommend this office to anyone. You would have better treatment at the VET!",1,n
0,"This review is not in regards to the food. It was very good, I liked the egg rolls and the orange chicken tasted very authentic. Although, my boyfriend and I sat down and the server mentioned something we couldn't quite understand as we sat he came to mention how handsome my boyfriend was? Thanks but making a pass at my boyfriend with me there is not only rude but awkward. Then proceeded to say I have to say you are beautiful because I told him he is handsome. Well thanks for the not needed added comment. And for hurting my feelings.",1,n
0,"I have been getting mani/pedi's for the last 30 years and this was by far the worst I have ever had.  First, I have nevery had a 10 spa pedicure, this woman was so fast and had no attention to detail.  It wasn't like there was anyone else in the place.  She spent almost no time on my feet with a pumice stone, maybe three seconds per foot unless you paid the up-charge for the callus remover.  When I got home I clipped my own toe nails straight as I think she was trying to make them in the shape of a mountain range.  Next time, I will go back to my pretty little nail salon on Northern and 12th and drive the extra couple of miles for a fantastic mani/pedi.",1,n
0,"I wanted to like this place, but honestly only because of the sushi chef Ramon, who was flirting with me while I was dining solo after work and even tried to give me free food (cooked salmon ribs). Unfortunately, I got puking sick immediately after leaving this place and considering I only had 2 drinks and I'm not a lightweight, I can only blame the sushi. I suppose I should have known something was up when the yellowtail didn't have that signature taste I love so much and the salmon seemed to have a filmy texture but as I said, Ramon made me want to like this place. The portions were huge but in addition to my horrible aftermath, I found the selection of fish and rolls to be limited (no bluefin toro or shiro maguro) and my waitress was very inattentive.\n\nI'm sorry Ramon but I will not be coming back to see you.",1,n
0,"We stopped by at about 5PM on Wednesday for dinner. My wife and I both ordered a single burger with baked potatoe and drink. The burgers were great, the drinks are Coke, now the baked potatoes, they were old, discolored and cold inside, very nasty. They appeared that they could have been even from the day before, not many places have baked potatoes but none would be better than bad ones. I would even wait the five minutes it takes to Nuke one rather than what we were served. One more chance and Wendy's will be off our radar screen.",1,n
0,I will never go back to this pei Wei again.\n\nEvery time I go I'm disappointed my noodles are sticky and soggy etc,1,n
0,"My wife and I have enjoyed lunch at Luke's just  about every Saturday since we met in 2008. She introduced me to Italian beef and is a native of Chicago. We first visited one of the two in Tucson and then alternated between the three -now one left--in the Phoenix area. We normally split an Italian beef; extra beef, cheese, sweet peppers, dipped; two extra crispy fries and an order of their homemade, batter dipped, onion rings. The food is awesome and I've had many of the items on the menu. The down side is the service. Now, I don't need the staff to be all happy and smiley but politeness and customer oriented I do expect. The owner and employees seem to be bothered by customers coming in to order food. A son of the owner of the Phoenix area restaurant(s) ran a place in Chandler, it was very nice and consistently packed with a  steady flow of customers and pleasantries from the staff. Not sure why papa didn't want junior to succeed, especially when his old man and brother own the two in Tucson. Seems you would want this to keep going with the family and be proud of a the legacy.  Anyway the Chandler store was closed without a word to the steady customer they knew by name and order. Then the same thing happened to the Scottsdale location. Showed up one Saturday and the place is empty and up for lease.\n \nSo, for food the rating would get all 5 stars from me, but the service leaves a bad taste in my mouth - pun intended. Still we come back every other week and search frantically for a quality Italian beef elsewhere.",1,n
0,Omg. What the heck happened. I used to come here all the time for several years. It was $7.00 a haircut. Then I come back after a few months away and now it's doubled to $14.00! \n\nThe haircuts are so so. Average stylists. It's what I would pay 7 bucks for. Not 14.  With that price I'd rather go somewhere else. \n\nWay too expensive for what you get.,1,n
0,"If you want to end up in a lawsuit, either with the property management company or with your tenant, then hire these guys. \n\nThey hire their own contractors and take HUGE kickbacks from them. To paint a 10 ft x 12 ft wall = $1000! Is this a joke? guess what i found out after digging, the painter was a 'good friend' of the property manager. THey actually had pictures of themselves drinking beers on the weekend (facebook). \n\nThey still owe me over $1200 and cost me over $7500 because of their issues. \nNEVER AGAIN. \n\nDO NOT HIRE THEM.",1,n
0,They are rude tell you nothing and just leave you there. I need to drop off my car and no one talked to me for 20 mins they.,1,n
0,"I had a problem with my 2004 Mercedes and told them the display on dash had 2 error codes. I had tried to replace the turn signal and  damaged the clock spring behind the wheel, which I explained to him. They held it for one day and didn't get to it. I brought it back on Monday and they called me and said it needs a clock spring and a turn signal.The cost would be over $900. I thought that was high. I told them not to do it ,so they determined it would cost me $290 for their trouble and nothing was done. I called a week later and just got blown off.    My opinion is to go elsewhere.",1,n
0,"The courtyard rooms needs to be teared down.  Old and outdated worse than a motel, dirty carpet, old 27 inch tube tv, tiny corner shower ( shower head tries to mimic overhead style but it's a big failure....my head can hit the shower head if I tip my toes and I'm only 5'11\""....the ceiling is 2-3 inch above the shower head and with poor ventilation the water collects on the ceiling n drips on u) \n\nNo tissues boxes, no coffee maker, old squeaky spring beds.\n\nThis place needs to go ASAP",1,n
0,"I used Galardi's for ~ 4 months when I first moved to Pittsburgh. I've since changed cleaners. I think Galardi offers great service for pick up and deliver dry cleaning in the downtown area. The owner is actually a nice lady; but, after nearly having 3 shirts ruined I decided enough was enough. \n\nI think their delivery guy is a huge part of the problem, I actually like the owner, but I can't keep having my clothes messed up and not have anyone take responsibility for it. I wish I could tell people to go here but I can't do it in good conscience.",1,n
0,"The management of this restaurant has no idea what customer service is about.  The staff made a commitment concerning a promotion they were running.  The manager reversed the commitment a t the end of the meal, and was very rude about it, as well.  This used to be one of my regular favorites, but I will not set foot in this place again.  A letter to the corporate office in Colorado was ignored.  Red Robin sees its customers as a wallet and an open mouth - no more.  Do yourself a favor and go to a restaurant that values your business!!!",1,n
0,"We were starving and headed downtown for a concert and decided that BBQ ribs sounded great. I remembered that I had a an old groupon that I had bought so we decided to try it. When we first walked in it did seem a little ghetto but I know sometimes smaller places are better. We ordered a full slab Of pork ribs and 2 drinks. It came with 2 sides an with tax was about $30. My groupon was for $20 but was expired so I thought I would only get the amount I paid, $10. The only positive thing about our experience was that they honored my groupon for the full $20.\n\nThe cashier was not polite at all, not wanting to even take my groupon at first. You could tell he didn't want to be working.  Another employee was sitting in plain sight eating a large plate with no manners and looking gross. I went to get some lemonade and it tasted like water so I dumped it out and got root beer. About 10 min after we sat down they called our number but only to say that they were out of ribs! The place had 2 customers on a Friday night and the special was rib tips..but they only had chicken! They offered an extra side but no change in the price... Then while we were eating I heard another customer who had come in long after us, being old that they were out of ribs and the customer was upset that he had already paid for ribs too! I don't understand why they were letting people order and pay for ribs when it was clear they knew that they knew they didn't have any! \n\nWhen we got our meal my husband took one bite and said he hated it. the chicken was dry, bbq sauce tasted like metal and the red potato salad seemed like the kind you get in bulk at a grocery store. The fries   Were ok so thats all he ate. I liked the bbq sauce but the chicken was super dry. our friend ordered a chicken sandwich an the bun fell apart as she picked it up. She took one bite and said it was gross and didn't eat any more of it. \n\nIf we had to pay full price I would have made a big scene but because it was a groupon and were just trying a new place I let it go but we will never go again.",1,n
0,"Although I've never played this course, I give it one star because of their 48hr cancellation policy. If you are an out of town golfer do not book at this course, because if you can't make your round for any reason you WILL be charged regardless. \n\nYou've been warned.",1,n
0,"SO ANGRY! I will note that, for a chain, outback is pretty good. Sadly, chandler blows. I am so angry and I want my $34 back. \n\nI ordered curbside to go. Please understand that you have to give them the make, model, and color of your car. So I ordered and it said online it would be ready in 20 min. I got to outback in 18 mins. Thought that was great... \n\nWhen I got there, the 4 \""to go\"" spots were taken - one by a car which had no driver and was clearly not waiting for food. I parked in the very next spot - no to go sign, but right next to those. Left car on, lights on, watched, waited... Nothing... For 41 minutes. At that point I thought, they know what I'm driving, they know they have food sitting in the kitchen getting cold, it can't possibly be that I'm one...parking...spot...over... Can it? So I back up my car and park on the OTHER side of the douche that took to go parking. I sh** you not, 4 seconds later a server brings my food. I dressed her down asking why she left me out there for 40 mins when she knew what I was driving and the spots were full, she meekly said I parked in the wrong spot. I am still pissed at her. Great customer service. Moron. \n\nGot home, guess what? My medium rare burger is now well done, stone cold, and inedible. My husband's med rare steak is med well and also cold. This particular outback owes me $34.\n\nDon't get curbside here. The waitress decided not to pay attention, then not care after I called it out, management didn't care, and the food blew (though it was probably correct when they bagged it - I doubt it's the chef's fault). Go to McClintock and Southern. They actually give a sh** about their customers. \n \nBTW, if outback management reads this, I hope you talk to your staff about looking at the CARS you expect, not zeroing in on a spot. I'm starving, ripped off, and angry. \n\nAnd I still want my $34 back. We're not all rich.",1,n
0,"My issue is with Dr. O'sullivan. She's straightforward, no sugar coating, no emotion, no small talk, just strictly to the point. That's usually not my go to type of doctor but besides the personality factor I didn't have any other reason to switch at the time. \nI guess I should have gotten worried when she prescribed Zoloft for me because I was \""depressed\"". I've never been treated for depression nor had any other doctor ever bring it up. I was young, unmarried, still in school and pregnant with horrible morning sickness. Would you be thrilled? I did not take the Zoloft, which now has a huge law suit for birth defects! She also wanted to give me zofran for my morning sickness which I refused to take as well. \nI went into labor at the hospital at 8pm and dilated until about 4 am that morning. Dr. O'sullivan didn't show up until almost 6am. My daughter sat in the birth canal so long that when she was born she was not breathing. My heart dropped when I didn't hear my baby crying. What did the doctor do? Nothing! Absolutely nothing. She stood there looking so confused. The nurses ran the baby over to the table and called a code. Other nurses literally ran in and revived my daughter getting her to breathe. Dr . O'sullivan did not even touch my daughter once while all that happened she just watched. If it wasnt for the amazing staff at good Sam my daughter would not be here or may have had long term effects. Even worse is that the same thing happened to my cousin. Dr O'sullivan was her OB and took a very long time to show up at the hospital as well. My cousin had already had two children so she knew the risks of waiting and told the hospital she's not waiting anymore so go get the doctor on staff. The dr at the hospital delivered her baby with no problems but just imagine if she had waited for Dr. O'sullivan to show up what could have happened.",1,n
0,R.I.P. Pats Pizza. So sad we have lost our neighborhood eatery to self demise. After eating from Pats for years with an occasional disappointment my last 3 delivery orders have been inedible. Good Bye and RIP.,1,n
0,"I had experienced first hand why it's not a good idea to slide down a banister drunk, and cracked the crystal on my favorite watch. After finally getting around to getting it fixed, I contacted The Watch Repair Company:\n\n12/12/09: I call the shop asking about a price quote and ETA on when it would be fixed. I'm told it would be $20, and it would be finished Wednesday (12/16/09).\n\n12/23/09: Almost a week after I was told the watch would be fixed I call the shop. I am told that the watch is not finished but it would be the next day (12/24/09, a.k.a. Christmas Eve). Surprised that he would work on Christmas Eve, I am told the watch would be ready between 1-2pm. \n\n12/24/09 3:01 PM: I call the shop, and am told that he just needs to get the watch put back together but it would be ready by 4:30. Frustrated I let him know I would be there at that time.\n\nAfter The Watch Repair Company had fallen through twice, I was starting to get pretty frustrated with their complete lack of contact or clarity on when my watch would be fixed. The only guy that runs this place is almost completely impossible to understand, mumbling  in sort of a primitive way. No matter, I was especially excited to have my watch back.\n\n12/24/09 4:30 PM: I walk into the shop and let him know I am there to pick up my watch. He pulls it out of a sleeve mumbling \""I got it cleared on out, I can give you a call when the crystal comes in,\"" and hands me the same exact thing I had given him two weeks ago. The crystal was still cracked. After all that, nothing had been done. I am completely speechless, grab the watch, and head for the door. He mumbles \""There's no charge on that.\""\n\nI still have no Idea what to say. What a complete waste of time. I have absolutely no idea how this place is still in business.",1,n
0,Don't go here at all even for an oil change. Went in for an oil change and they were trying to sell me a new water pump because mine was bad. Took my car down to the dealership and it checked out okay. Word of advice before getting anything done by Midas make sure you double check else where!!,1,n
0,"Dirty, dirty, dirty and NOT a happy camper. \n\n1.) Our waitress Laura was great. Let it be know I'm not taking this review out on her. Service was good but after we placed our order it took them 30 minutes to get out two burgers. When our food arrived our french fries were cold. I sent them back and got a fresh basket...finally warm food. \n\n2.) There were tons of orders just sitting under the heat lamps but weren't getting to their tables. I observed some orders sitting under the lamps for 20+ minutes. Do you not have food runners? Unacceptable. Especially when I see a staff of over 20 people running around the restaurant but no one picking up food.\n\n3.) This place is filthy. My wrapped silverware was dirty and had pieces of food baked on it. Wait thats not all, here's the cherry on top- as I'm waiting 30 minutes for my food to come out, I turned my attention to the expediter. I observed this young girl, wearing a hat but with bangs hanging in her face with no gloves on. She was lifting up the bun and patty on every order that came out to see what the order was (I'm pretty sure that's what the tickets are for) and then she'd take her hand, push her bangs out of her face or play with her hair and then go back to touching the burgers. Are you kidding me? I asked for a manager so I could express my concerns to him and a gentleman named Ryan came over. He didn't seem that concerned with what I was telling him. After seeing the disgust on my face, he got up, told her to wash her hands and then put gloves on. It did no good though because then she just started playing with her hair again WITH the clean gloves on. \n\nNeedless to say, I will not be giving this establishment, who serves mediocre food at best, my business again. And based on other reviews of this restaurant, I will be placing a call to the SNHD. Disappointing and absolutely appalling!",1,n
0,"used to be a decent place to go play pool, watch the big game and enjoy a few beverages... has fallen hard recently- food is bad, service is worse. no thanks",1,n
0,"With a group of friends,we went a few days before christmas. Food was great, A+ !!! Me and my neice ordered a main course while everyone else had appetizers only. We told the waitress that. She would not take our 2orders until everyone else was finished eating. We sat with nothing.Only then she took our 2orders while everyone else was done.Waiting another 45 to 50 mins to get our 2dinners and eat while the rest of our group had been finished for over an hour. I thought this to be quite ridiculous.  Food was GREAT but our waitress was a different story. She did NOT get a tip from any of us. On the way out the manager said \""oh we're sorry\"". None of us will be returning.",1,n
0,"Horrible just horrible. This is for a to go order. First off, the wings we ordered were all too salty. It really tasted like it was thrown in a bucket of salt! I was so disappointed. We had ordered extra sauce and veggies and ranch and did not have any of it. When we called in to let them know, the first person to answer was so rude! We were trying to explain what had happened and he cut us off and said do you want to speak to someone. And then just transferred our call. Disgusting! To top that off the manager didnt quite seem all that caring about our bad experience. Will never go here again if they dont change the attitude!",1,n
0,"Dont take your car here unless you want to be charged for services you DID NOT receive. I took my girlfriends car there to get her fuel pump replaced. After the tech lectured me for about 10 min about the importance of not driving your car on E (duh, I know, not my car, my girlfriends) they charged me 25 bucks for gas. Ok, cool I thought there is 25 dollars in gas in the tank.. SCORE!!! Nope, the car was BONE dry and on E. I asked the manager for a refund and he slaps 10 dollars on the counter. I said \""nope that will not do, I either want 25 dollars in gas or a 25 dollar refund\"". He then offered me a free oil change. Really?? Do you think I would bring my car back for an oil change after being ripped off for 25 dollars in non existent gas. I dont think so. He called the manager and after a few minutes came back saying \""well, I dont know what you want me to do\"". HEY JACKASS, HOW ABOUT A REFUND??!! Nope, I know my techh put gas in your car. I handed him the keys and challenged him to drive up the road with me and back. Of course he would not take my challenge. Feeling defeated I politely left and told him that my business will be taken elsewhere next time.",1,n
0,"Planned to have lunch & a drink (alcohol) w/my dad & bf.  The server carded me (I'm 30!!!) , she \""I can't take this ID, it's vertical\"", when I gave her my (valid) license. I sat there till others were finished. Then I thought HEY! I have another (more recent) Government Issued ID! My Marijuana Medical License card w/my bday on it !! \n\nThe manager came out & told me... \""I'm sorry we can't take this ID either, *nervous chuckles*, we recently had a meeting on this, we cant take any of these ID's, sorry, I do believe that you're you. I know, I've been having the same problem cuz I'm 21 and I just had to get another license to make it horizontal\""\n\n\nI said, \""Are u kidding me? You won't give me a drink, even though you said u believe these ID's are me !?!! & my dad is right here.\""  \n\nThis is some bureaucratic bullshit!! WHY is Applebee's trying to FORCE me to go to the DMV, to get a 5$ license renewal, so it can be *horizontal* instead of vertical?!  Why the hell??? My card doesn't expire till 2049, whats the problem?\n\nApplebee's, even when I do have *the right* direction of license card,  you will NOT be getting ANY buisiness from me!!\n\nI ended up drinking water.",1,n
