,text,label,row_number
61,"I'm a horror/gore movie freak and this flick was so bad, I felt embarrassed for not only the ""actors"", but also the director and the poor sap of a producer who actually put his money up for this schlock.<br /><br />From the title, you'd expect some great carnage, somewhat of a storyline and at LEAST some direction or dialog. Instead, you get what looks like a slightly more violent and sexual Three Stooges episode. At least I laugh at the Three Stooges. While watching this crap, I turned another TV on and started watching Howard Stern until something interesting happened.<br /><br />Needless to say, I kept watching Stern.<br /><br />Watching this ""film"" I realize that I could produce a film with three monkeys, 2 DV cameras, $50 dollars in loose change and a broken PC. This film is my inspiration to get into no-budget film making. Watch this movie if you dare, but be warned...there is a lot of nothing in here but a whole lot of talking and very little action. This makes ""KaZaam"" look like a Meryl Streep film.<br /><br />I'm sure Germany didn't ban it due to sex or violence. Other countries need to take heed.",0,3989
62,"When I first watched the show, the first few episodes seemed promising. Bill Compton introduced himself as the stereotypical ""mysterious"" vampire and Sookie presented herself as an independent woman. However, the show went downhill from here and the once interesting characters are as entertaining as a cardboard box.<br /><br />As the story progresses the main characters lose their original personalities, along with their acting abilities. By episode 5, Bill's furrowed eyebrows are so low that his face just consists of a forehead. Sookie, or rather the actress, is even more dead than her vampire lover. All these tragic events are surrounding her and she only reacts to how enjoyable it was losing her virginity. Personally, I think they made the main characters sleep with each other too early in the show. The way they teased each other was something that had me hooked and could easily be toyed with a bit more. As soon as Sookie loses it she struts around like a total ditz, only thinking of Bill's libido and the size of his appendage. Bill also loses his debonair attitude and well, he just gets plain silly. His actions are never really explained except he does it for Sookie. Why? Their love for each other is never delved into, if there is any love. So far it just seems to be sex that is the core of their relationship.<br /><br />Yeah, yeah, vampires usually equal sex but come on. Every five seconds I see some sort of humping going on. It wasn't that much of a surprise, since HBO always tries to pass of a soft core porno as a decent TV show. Bill popping out of the dirt and just getting it on with Sookie with no reason what's so ever? I laughed so hard I almost peed myself.<br /><br />The plot is just a stream of consciousness. The characters never go into detail about anything. All the events that happen are usually left unexplained. The only thing that is constant is the sex.<br /><br />The only thing I can say that I do like are the minor characters. Tara and her drunk mother are far more interesting than the major characters. The only reason why I continue to watch the show is for the development of the minor characters. <br /><br />Minus the sex and the main characters the show would be much more worthwhile.",0,4054
63,"What a horrible comedy. Totally lame. The supposed ""humor"" was simple and stupid. Stanly Tucci (a great actor) had the only parts worth chuckling at. And he was tied up and gagged at the time. Don't waste your time with this one. It deserves a 0/10.",0,4119
64,"I read the reviews before i watched this movie, and i didn't believe them. I love crap movies and i expected this one to be average. It wasn't. This film makes Camp Blood 1 and 2 look like greats. The film contains bad acting, poor sound, poor confusing storyline, bad makeup- and it bored me so much i turned it off. even the nudity was rubbish! Did they even have a budget for this film? I don't think they did. You can tell if your gonna like this film or not in the first 5 minutes. if u want a good cheesy gory film go watch toxic avenger 4 or even camp blood. Avoid this trash - I watched it on TV and felt riped off, so don't spend anything on it. The best part is probably the end.",0,4184
65,"Some amusing humor, some that falls flat, some decent acting, some that is quite atrocious. This movie is simply hit and miss, guaranteed to amuse 12 year old boys more than any other niche.<br /><br />The child actors in the movie are just unfunny. When you are making a family comedy, that does tend to be a problem. Beverly D'Angelo rises above the material to give a funny, and dare I say it, human performance in the midst of this mediocrity.",0,4249
66,"This is simply put, the worst movie I have ever seen. It ranges from like 2+ hours, and the box art was totally misleading. My friends and I rented it because, we thought it would be a poor man's 300. You know, to laugh at and make fun of. No. There is nothing funny about this movie, only pain. Then, the movie starts up, and they are speaking some sort of different language. We think, 'Oh its just the beginning.' But no, from there the movie plummets and becomes more of like a super boring book you had to read in grade school, where nothing literally happens for hours, and the battle scenes rival those of 2 kids fighting on a playground. Omit Cinematography, and this movie belongs in trash compactor. Movies like this will lead to the world we see in Wall-E, which by the way was a good movie.",0,4314
67,"I'm sure to people watching this move outside of Britian this film will be an entertaining watch, but for someone from the UK it's painful in it's errors.<br /><br />Right at the start of the film Elijah Wood gets off a tube at Bank station, which has been trashed. He says to his sister, who he's meeting, ""What happened here"" and she replies ""Oh Tottenham were in town yesterday""!!! Tottenham are in town already.. they're part of the town, they don't have to go there! And if Tottenham fans wanted to fight other fans the last place on earth they'd do it is Bank station, where there are probably more security cameras than anywhere else in the world.<br /><br />There are several other similar errors but the biggest failing for me is the actor who plays the lead hooligan. He clearly decided it wasn't worth trying to speak with an East End accent and instead opted for a Dick Van Dyke style mock-ney which made my ears bleed. It was accentuated by the fact the rest of his gang all spoke in the way you'd expect West Ham fans to speak. This error made him unbelievable in the role and really spoilt the film.",0,4379
68,"Oh man, I know what your thinking: ""With a title like that, I can't go wrong!"" Uh yes you can. I too, loved the title, but man I hated the stupid kid that played ""Satan's little helper"" I hated the mom too, and the sister/daughter, and her boyfriend - I hated all those people! Man, it was agony watching this sometimes! The ONLY reason this doesn't get 1/10 is becuz condsidering the low budget, they did OK. But oh man did I hate those actors, so stupid! I knew it was going to be bad, I guess they saved a lot of money on just using halloween masks for the killer, and the Jesus costume at the end was really stupid too. Oh the agony, do not watch!",0,4444
69,"""What the Bleep Do We Know!?"" was one of the worst times I have spent at the movies. It was less of a movie and more of an after school special, but at the same time nothing special at all. The attempt at a narrative in which they grounded their ideas was absolutely pathetic, which almost anyone will tell you. Marlee Matlin in her underwear just shouldn't happen. I won't dwell on it. What I will reveal is a criticism that many are unable to formulate. This movie, while tedious, also suffered a tremendous flaw in reasoning. It was horribly contradictory because it took such a manipulative, become a creator of your life, manifestation of abundance, shoeless piece of propaganda. Interconnectivity is explained as a large party of our existence. However, the movie encourages that we control our surroundings with our minds. It completely neglects that there are other people with minds that could be controlling us, which seems to be more the case. Or at least the structures in which we exist greatly limit us. In this way, the movie was inappropriately solipsistic. Solipsism and interconnectivity just don't mix unless you're God almighty. If you are, you will be impressed (?!?) by all the neat things this movie will reveal that You can do. If not, you will be sorely disappointed, a moron, or perhaps both. Also, the title is so ridiculous, I have trouble warning people not to see the movie because I feel retarded mentioning it by name. Shame on everyone involved.",0,4509
70,"The trouble with the book, ""Memoirs of a Geisha"" is that it had Japanese surfaces but underneath the surfaces it was all an American man's way of thinking. Reading the book is like watching a magnificent ballet with great music, sets, and costumes yet performed by barnyard animals dressed in those costumesso far from Japanese ways of thinking were the characters.<br /><br />The movie isn't about Japan or real geisha. It is a story about a few American men's mistaken ideas about Japan and geisha filtered through their own ignorance and misconceptions. So what is this movie if it isn't about Japan or geisha? Is it pure fantasy as so many people have said? Yes, but then why make it into an American fantasy?<br /><br />There were so many missed opportunities. Imagine a culture where there are no puritanical hang-ups, no connotations of sin about sex. Sex is natural and normal. How is sex handled in this movie? Right. Like it was dirty. The closest thing to a sex scene in the movie has Sayuri wrinkling up her nose and grimacing with distaste for five seconds as if the man trying to mount her had dropped a handful of cockroaches on her crotch. <br /><br />Does anyone actually enjoy sex in this movie? Nope. One character is said to be promiscuous but all we see is her pushing away her lover because it looks like she doesn't want to get caught doing something dirty. Such typical American puritanism has no place in a movie about Japanese geisha.<br /><br />Did Sayuri enjoy her first ravishing by some old codger after her cherry was auctioned off? Nope. She lies there like a cold slab of meat on a chopping block. Of course she isn't supposed to enjoy it. And that is what I mean about this movie. Why couldn't they have given her something to enjoy? Why does all the sex have to be sinful and wrong?<br /><br />Behind Mameha the Chairman was Sayuri's secret patron, and as such he was behind the auction of her virginity. He could have rigged the auction and won her himself. Nobu didn't even bid. So why did the Chairman let that old codger win her and, reeking of old-man stink, get his fingers all over her naked body? Would any woman ever really forgive a man for that?<br /><br />Let's try to make sense of this. By being behind Mameha the Chairman incurred debts for Sayuri's geisha training. In order to recoup his debts the Chairman had Sayuri sold to Dr. Crab. Through Mameha the Chairman sold Sayuri's sexual favors to that old geezer so that the Chairman could make some money out of her. The Chairman wasn't her patron. He was her pimp! Some romantic love story.<br /><br />Yes, the film is gorgeous but it is like the beauty of a very attractive, alluring transvestite whose voice, appearance and every touch are thrilling. But under that very feminine surface lies an ominous secret. Under the incorrectly appearing Japanese surface of the film lurks the ominous secret that the heart, soul, spirit and core of this film is entirely American and male. Not the best thing to be if it is trying to be other than a lie, distortion, and terribly wrong.<br /><br />Some contrasts between Japan and MOAG:<br /><br />Japanese style  Refined, elegant simplicity. MOAG style  Peking Opera.<br /><br />Japanese geisha  Hair swept up. MOAG geisha  Loose hair which surely must have gotten all gunked up in the thick paste of white makeup.<br /><br />Japanese shaved ice - Japanese are rather strict about seasonal observances. Shaved ice is strictly a summer treat. MOAG shaved ice - The Chairman buys Chiyo, the young Sayuri played by the marvelous Suzuka Ohgo, this treat during cherry-blossom-viewing season. The thought made my entire body shiver with cold.<br /><br />Japanese geisha  Trained and skilled entertainers. MOAG geisha - sluts.<br /><br />Japanese wind chime - Used in the summer because hearing the sound it makes, thanks to the breeze, Japanese people feel somehow cooler. MOAG wind chime - a door bell! If a person stood in front of another's house and made noises with a wind chime they would be considered a lunatic, not gain entrance.<br /><br />Japan  Emphasis on human relationships, group oriented. MOAG  ""I want a life that's mine"" American individualism.<br /><br />Japanese traditional dance  Refined elegance. An almost geometrical and mechanical precision. MOAG dance  Martha Graham freaking out on LSD while wearing a not-very-auspicious white Japanese funeral shroud. Performed by a geisha down a ramp in a place that looks like a strip club? Ha ha ha! Is a strip club where they did most of their research on geisha?<br /><br />Japan house fire  Setting or even letting a fire break out is worse than murder because it poses such a dire threat to the community. Fires can rip through those wooden villages, towns, and cities destroying hundreds or thousands of homes and killing as many people. MOAG house fire - Great adjunct to a fight scene but there are zero ramifications and because it is no longer needed the out-of-control fire miraculously puts itself out. Technically the movie ended here because at the very least Sayuri would have been ostracized and joined her sister among those never heard from again. Which is where both Arthur Golden and Rob Marshall should be exiled.<br /><br />Enough. The movie stinks.",0,4574
71,"My favorite memory of this show and the band was when I got together with a bunch of my friends which are NBB haters and had a big bonfire and we took a CD of their songs and the DVD of the movie and a bunch of pictures of the band members and threw them into the fire and danced a happy jig around the burning stuff while singing ""Ding Dong The Witch Is Dead"". That was the best thing about the show and this show is stupid with a capitol God this show sucks. I hate it so much. Get rid of the crappy car. You guys really suck! You really ruined the whole channel! No offence or anything but you guys need to get a life, I mean, really, who makes a stupid show with a stupid lead singer that can't even sing! You guys really sound horrible and need to get a life as hobos or something, except Roselina. She's really pretty. But still, you guys reak!",0,4639
72,"Hunters chase what they think is a man through the forest, though the audience sees he is a werewolf. The hunters never seem to realize this, because after they shoot him, he looks normal when they decapitate him.<br /><br />A doctor transplants the werewolf's eyes into a man who lost his own in a laboratory experiment. The man, Rich, gets to have sex with his nurse (Stephanie Beaton) before he even gets his bandages removed.<br /><br />After he leaves the hospital, he finds his wife has been cheating on him too. When a smoke machine sends clouds past an amateur painting of a moon (with a fake tree branch on the foreground), he turns into a werewolf! His torso grows larger, splitting his shirt, and he grows a giant werewolf mask on his head that has red lights in the eyes. His pants stay intact. The mouth chews unconvincingly, though some sort of robotics (or hidden hands) in the eyebrows give him a baleful look at times.<br /><br />Despite the poor werewolf costume, there is a fair amount of blood and gore, and those are fairly well done. There's even a pretty good decapitation later in the movie. However, when a man falls from a height, a rather bad dummy does the job.<br /><br />Rich has a friend named Siodmak who is some sort of occult expert, and he also accidentally stumbles across a small man with crutches named Androse who is also such an expert. They try to help him a little.<br /><br />Rich kills people who have done him wrong. A policewoman investigates the murders and tries to hit on Beaton, who doesn't much care for lesbian scenes so nothing comes of it.<br /><br />Quite cheap, but between the nudity and blood and gore, and a not-terrible story combining (sort of) The Most Dangerous Game with The Hands of Orlac and The Wolf Man, it's somewhat entertaining. Available on its own, or in the box set Scream Queens Vol. 1.",0,4704
73,"I rented this film on Netflix after it won all the Oscars, to see if it was really that good.<br /><br />The Hurt Locker is a very realistic portrayal (for the most part) of a group of soldier's rotation in Iraq. The film centers around Will James, a reckless soldier who gets his adrenaline fix from taking risks, and defusing bombs.<br /><br />Where this film seems to lack in my opinion is the Plot and Direction of the movie. This film has no clear plot unlike other films such as Black Hawk Down. What this film tries to do is focus more on the characters, and their different attitudes about the war. Bigelow does an okay job of focusing on the characters, but there are many points in the film where the dialogue seems to drag. Hurt Locker is 131 minutes long, yet it feels like a 3 hour movie.<br /><br />One scene in the movie that was particularly awful, and ruined the films perfect credibility, was the sniping scene halfway through the movie. It was both unrealistic, and very long.<br /><br />Overall, I thought this film was OKAY, but the reason I gave it a 6 instead of a 7, was because it was a major letdown for winning Best Picture at the Oscars. I felt like this film could have been so much better considering Saving Private Ryan lost Best Picture, but was much better than this film. Another notable mention is Black Hawk Down which only won 2 Oscars. I honestly do not know how this won best picture.<br /><br />If you are looking for an action packed war flick, rent Black Hawk Down. This film will be forgotten in a year or two.",0,4769
74,you can tell they spent 5$ making this.it is a waste of your time... ugh.. there is not anything remotely good about this movie... .. i don't know why i kept watching it.. the chick is not hot. horrid acting.. you could do anything and its a better use of your time.. like watching TV playing shitty video games.. i feel robbed. simply robbed.. of my time . i have never made a review for a movie before as you can probably tell but this movie i felt like i needed to save the poor souls that are about to watch it and looking on IMDb before to see if its decent and looking at the comments. -there was no action- -no hot chicks- -no budget- -shittttttttttttttty acting- it screams bad movie. ****the WHOLE movie is in a room.***,0,4834
75,"I cant believe some people actually like this. Yet still call themselves Batman fans. Even going as far as to say it's better than BTAS. Which it's not. It should be plagiarism for them to use Batman's name for this piece of crap. It's not Batman.<br /><br />The whole premise of the show is ''if you cant defeat someone get a bigger weapon to help you'' Batman isn't all about weapons. He uses his batarang and grappling hook and Batmobile, thats it. He doesn't come up with some new ingenious tech every time he cant beat someone. I don't know where the hell they got the idea for a Batbot. or whatever. They have ruined all the villains. Mr. Freeze has gone from a sympathetic scientist to a petty criminal who fell in some cryofreezing thing. Catwoman is now a 40 or 50 year old woman with a dumb costume. Penguin is now a ninja with a 50 ft. tall top hat. The Ventriloquist is now called Scarface making the Dummy the whole centerpiece for the character. They even got a dumb idea to make him a giant! wtf? and the two worst character changes are that of The Joker and Riddler. they have changed Riddler to a Gothic/retro teenage freak. and The Joker to an acrobat with dreads. He looks like a bob Marley wannabe. they have completely and utterly ruined batman even moreso than B&R did! i wish i could meet the creators and or writers and animators of this show so i could whack them in the head with a metal baseball bat.",0,4899
76,"they have sex with melons in Asia.<br /><br />okay. first, i doubted that, but after seeing the wayward cloud, i changed my mind and was finally convinced that they have sex with watermelons, with people dead or alive. no safe sex of course. the (terrifyingly ugly) leading man shoots it all into the lady's mouth after he did the dead lady. never heard of HIV? guess not.<br /><br />the rest of this movie is mainly boring, but also incredibly revolting. as a matter of fact, in parts it got so disgusting i couldn't take my virgin eyes off. sex with dead people! how gross is that? and what's the message behind it all? we need water, we need melons, we need to be dead to have sex? sorry, but this stinks!",0,4964
77,"I find it rather useless to comment on this ""movie"" for the simplest reason that it has nothing to comment upon.It's similar to a rotten egg which has nothing good to show to the world excerpt for the fact that it is rotten as other endless number of eggs have been before it. But since a comment is mandatory for such a grandiose insignificance ... <br /><br />Filth is definitely the proper word to describe this movie created in the same manner as any other Romanian ""movie"" directed by Lucian Pintilie who insists to depict the so called ""Romanian reality"" following the Communist era (1990 to present days).<br /><br />Under no circumstances recommended for people outside Romania as for the others (who lately find amateurish camera, lack of plot, lack of directorial / actors's quality etc, noise etc. as being trendy and even art-like) : watch & enjoy this ""movie"" (as I know you will) but do the other well intentioned IMDb members a favor, don't write an online review for it will misguide, irritate and in the end waste their time.<br /><br />On the other hand this movie (among others) has some value whatsoever, an educational one for it sets the example for : ""How NOT to make a movie.""",0,5029
78,"I rented this film just to see Amber Benson, though after reading the box I thought it sounded like a good story.....however the first problem was that there really wasn't a story...or actually there was a story but it made absolutely no sense. The second problem was there was no set up for these characters...yes I got that they all went to school together, but within the first 3 minutes of the film you realized they had nothing else in common and didn't like each other...so why did they keep getting together. Flaw number 3...the director though long pauses and tight camera shots equaled suspense (especially with the typical suspense music dubbed in)...he was sadly mistaken. It was painful to watch a terrific actress like Amber Benson waste time trying to bring this back to life....my only hope is the money she made here was put toward producing her own film.",0,5094
79,"Ok so I was bored and I watched it all the way through.<br /><br />This film is mild, inoffensive and lacklustre. The story is so sugary it rots your teeth on the opening titles. A tail of two 'traumatised' children learning about 'God' the fairy story way which frankly left me rather traumatised. It uses the Irish 'blarney' in such a stereotypical way one hopes no true Irish ever see it. Aimed at children who frankly would switch off after the first attempt at an 'OIRISH' accent. All in all why do they pump these out.",0,5159
80,"The orange tone to everything was just yucky. Oh yeah, the main character lives in a ghetto that is all orange-tinted with orange-tinted people. Meanwhile, to mentally escape from this crushing poverty of the body, she plays a full-immersion video game (which sucks in that no rules are clear and no logic follows the gameplay). She apparently earns an income playing the game but she is revealed to not be an employee of the game company?. Lots of non-speaking pauses later the story drags on slowly. She uses a glitchy orange computer interface with an operating interface that is so visually annoying and I can only suspect a Microsoft future release.<br /><br />Meanwhile, I the viewer, ask basically why she is wasting her precious time in some moronic game when she barely has the necessities of life? Oh yeah, playing games is fun, but what is the point when you're almost starving? While she is piddling her life away playing some lousy even-more-orange-tinted lame full-immersion video game her dog runs off (probably looking for an owner who pays at least a moment of attention to it and feeds it regularly) or is stolen from the woman (while she is ignoring her lousy orange-tinted reality).<br /><br />Meanwhile she obsesses over some game her game-playing team lost the entire uninteresting movie. Yawn. So she wants to be the best of the best, go get them Ash Catchem (got to bore us all). Golly, this main character sucks as a human being as well and has no redeeming qualities aside from her physical beauty (which she could barter for some manner to escape her crushing poverty).<br /><br />So she reaches the ""Real"" level and it, at least, not sucks horribly and she is sent to kill a former comatose teammate mentally living in the ""Real"" level. Finally the sucky boring bland orange-tinted movie is no longer a tedious chore to watch, but has the potential to say something along the lines ""the main character is trapped in imaginary computer-generated poverty and she is actually in the real world now"". Perhaps she will do the murder deed and live in the real world now? Well, she kills the guy and he vanishes in a digital effect. Wow! Thanks idiotic director. You suck, you suck so very much, director.<br /><br />Here the director had an iota of a chance to redeem himself slightly by burying this lousy lame moronic cruddy movie with a philosophical twist.<br /><br />The director could have said, ""The REAL WORLD is there and if you live in it and contribute to it to make it better, it won't be some cruddy orange-tinted poverty land."" A clever way to make this suck-tacular movie a agonizingly slow lesson on basic civic pride (for the 1% of the viewers that haven't found something actually entertaining to watch at this point or are movie-masochists).<br /><br />Nope, director. The director had to screw this all up by tossing in some cruddy digital effect and ruin all chances of redemption for this awfully lousy movie which was a waste of money, a waste of time, and a waste of viewer trust.<br /><br />After that, it ends. Good riddance. I hope the director chokes on it. I'm putting this HACK on my ""avoid at all costs"" list for any other films his name is attached to.",0,5224
81,"It's been a looooonnnggg time since I saw this comedy, and I'd forgotten just how idiotic it is. I'd place this easily in the lower two or three of Elvis Presley's very worst movies. Presley plays Joe Whitecloud, a half-breed Indian bull rider who returns home to Arizona and the broken-down shack where his family lives, and where his friends love to party all night long. His parents are played by Burgess Meredith and Katy Jurado, and his old Indian grandpa is Thomas Gomez. None of the three offer anything of substance , comically or otherwise. The government has invested in the family's cattle, but they're lacking a bull. Elvis gets to sing just a few utterly worthless songs, and is pursued by a young boy-crazy gal and her gun-toting mother. This is just a real slapdash of a mess, and the dilapidated surroundings practically stink of manure and don't make this much easier. The one thing that puzzles me, however, is that Elvis actually seems to be having a good time in the film. Hard to believe, considering he got so upset about being stuck making so many mediocre movies.",0,5289
82,"What starts out as an interesting story quickly disintegrates into nothing. Don't bother watching to the end hoping for an explanation of what is stalking the visitors, there is no ending. No explanation, no resolution, zip. This could have been a good movie it they had purchased an entire script.",0,5354
83,"Like all cult TV shows, there is a group of people who love The Twilight Zone so much that they rate practically every episode like they are the greatest shows EVER. While several of them are indeed wonderful classics, the truth is for every great episode, there were several that were mediocre and at least one that stank. However, like die-hard Trekkies, these Zone lovers insist that all of them are gold. In fact, this is what initially got me to review some individual episodes of a couple cult series instead of the movies I usually watch.<br /><br />While this isn't the worst episode ever made nor is it among the very worst, it is poor by any reasonable standard. A widow watches a long procession of Civil War soldiers going past her home. In the end, a very unexpected twist is revealed and there isn't a whole lot of excitement or suspense here.",0,5419
84,"I've read comments that you shouldn't watch this film if you're looking for stirring Shakespearian dialogue. This is true, unfortunately, because all the stirring dialogue, this wonderful play contains, has been cut, and replaced with songs. I've read this play, and recently was lucky enough to see it performed, at it remains one of my favourite Shakespearian Comedies, but this movie seems to take all that I like about it away. The Princess, though no doubt doing what she was directed to do, had no regal bearing, and all the girls seemed to lose the cleverness of their characters - also affected by unwise cuts, which not only took away the female characters already sparse dialogue, but took comments out of context - it was a little unnerving to hear the Princess proclaim; ""We are wise girls to mock our lovers so!"", when mocking had not taken place at all. The news reels throughout the film also disrupted the flow, and took away many excellent scenes, as they showed the information in the scenes after them, and were in modern phrasing. In conclusion, an excellent play, ruined by an odd concept, and unwise cuts. Kenneth, I usually love what you do. What were you thinking?",0,5484
85,"In addition to his ""Tarzan"" series, the prolific Edgar Rice Burroughs did write many other books, although, aside from the popular ""At the Earth's Core"", few of these have been filmed. One exception is the novel entitled ""The Lad and the Lion"", brought to the screen as ""The Lion Man"" (1936), an over-talkative, static, old-hat, slow-moving and rather dull movie, despite being filmed on real desert locations. Actually ""movie"" is the wrong word. The narrative doesn't move but proceeds at a snail's pace in an abrupt series of jerks. For instance, at least five characters are given elaborate opening scenes and then just disappear. Even more frustrating for the keen movie fan, are the characters who make an impression of sorts (like the lass who plies Hall with drugged wine) but are enacted by players who are not credited! The credited thespians generally come off worse than the unknowns. One exception is Australian actress Finis Barton who gives a good account of the kidnapped harem girl who rescues young Master Fairy. Admittedly, most of the cast are saddled with atrocious King James dialogue which has to be heard to be believed! But the way to play this rubbish is tongue-in-cheek, a stratagem which does not seem to have occurred to a single one of the film's roster of no-talent players. Maybe director J.P. McCarthy scotched that idea. Anyway, it's sad to see the lovely Kathleen Burke forced to trade lines with the likes of Richard Carlyle (her dad) and Jon Hall (her suitor). Admittedly, Mr Hall delivers his lines with marginally more conviction than Mr Carlyle, but that is no recommendation.",0,5549
86,"I have been searching for the right words to describe this film. At first I was inclined to simply skip to more significant matters, as the film does not rise to a level deserving comment.<br /><br />Yet, I stopped, puzzled as to how to describe such stuff and somewhat intrigued by the challenge presented by the question: ""What can one say about such a film?"" Rubbish? No, its not rubbish, rubbish can be recycled into something useful. Greenhouse gas? No, its not greenhouse gas, greenhouse gases help plants grow large and healthy.<br /><br />Finally, I struck on ""Not even bad,"" a rework of the phrase ""Not even wrong"" used sometimes in theoretical physics to describe a theory that is hopelessly flawed and not even worthy of correction. That's it then, Georgia Rule: Not even bad.",0,5614
87,"There's nothing worse than renting an Asian movie and getting an American movie experience instead.<br /><br />It's only my opinion, but a good thriller is dependent upon the establishment of likable, intelligent characters. As far as likability is concerned, the protagonists in Say Yes are a quaint married couple. Nicely done. Unfortunately, they are stupid beyond belief. Let us count the ways they mishandle being terrorized by a stalker.<br /><br />1. After a hitchhiker threatens to kill you, be sure to tell him what hotel you're staying at when you drop him off.<br /><br />2. Beat the hell out of the stalker in broad daylight and in front of dozens of witnesses, thereby allowing him to press charges of assault.<br /><br />3. Don't bother telling the police about the stalker and simply assume (for no apparently good reason) that the cops were bribed by him.<br /><br />4. While trying to escape, let your lady out of your sight as much as possible to ensure that the stalker kidnaps her.<br /><br />5. After getting help from someone to find the stalker after kidnapping your wife, be sure to send them away as soon as possible so you can face him one-on-one. No point in being unfair, right? <br /><br />Now, I'd never expect that any person would be immune to making a few mistakes under these stressful conditions, but the characters in Say Yes are so dense and make so many unbelievable mistakes that it's effectively impossible for the viewer to care about their safety, since they are victims of their own doing. This kills the enjoyability of the entire film. <br /><br />In case you were wondering, the scriptwriters didn't stop with dim-witted characters. Since they themselves are surely dim-witted for writing this crapfest, they decided to make situations so absurdly unrealistic that all sense of reality goes out the window.<br /><br />1. The stalker kills a cop inside a police station  while the protagonist is asleep no more than ten feet away.<br /><br />2. The stalker engages in all sorts of dubious activities in broad daylight and around tons of people, yet no one other than the married couple seems to notice his odd behavior.<br /><br />3. The stalker survives an absurd amount of violence that would have killed any human being.<br /><br />4. The ""suspense"" scenes had no imagination whatsoever. In fact, some scenes were direct rip-offs from American movies.<br /><br />The only positive is the decapitation near the end, which was a pretty brutal scene since it was inflicted upon the wife. It's too bad the filmmakers followed it up with an outrageously stupid ending that comes out of left field.<br /><br />Truly, the Koreans behind the making of Say Yes should be ashamed of themselves. Better yet, they should just move to California and take employment with people who make movies with a similar disregard for quality and intelligence.",0,5679
88,"Boston legal has turned its tail and is headed for the barn door and th pig slop it has created! When this show first aired almost four season back it was a humorous slap at the legal system which all actors seem to take pride in portraying. It was funny, diversified, and to some extent factual. The characters portrayed were acceptable and to an extent real in their portrayals. The sexual comment and activity were limited and humorous. Julie Bowen is and was beautiful as in other series she participated but is now dragged to the lower depths of Media programming of sex and violence. Julie is an excellent actress and needs a more stable platform than this ""production"". Rene Adjurdubois Is an excellent actor who has from the days of ""Benson"" to this production held his own in the field of entertainment, always showing the humor and respectful acting of the production. Captain Kirk ""is"". Funny and humorous is Candace Bergan and is to be admired for her continuing in this production and is a good actress. James Spader, there is no doubt in his acting ability, however he should go back to his XXX origins such as ""Crash"" as it appears he has much talent and inclination in that direction. We ask that this series be trashed as it already is and its really starting to smell!!!",0,5744
89,"Winter Kills is a terrible, incoherent and very disappointing conspiracy comedy-thriller from little-known director William Richert. While watching the film, I honestly felt as if I was the emperor in the classic fable The Emperor's New Clothes. The film made me feel like a fool because I couldn't make head nor tail of the serpentine plot and the nonsensical characters. But I felt kind of embarrassed to admit to myself that the film was tying my brain up in knots. So I stuck with it to the end, hoping that the whole tangled mess would untangle itself. Then I realised.... the film is SUPPOSED to be serpentine, nonsensical and illogical, because that's the whole point. This is a satirical look at conspiracy theories and theorists, with the knotting-up of the plot used as a metaphor for the knotting-up of truths, half-truths and lies that define any conspiracy. Even when I got that the joke was on me, I still felt Winter Kills to be a pretty awful movie.<br /><br />Young Nick Kegan (Jeff Bridges) is the younger brother of a former United States President who was assassinated in Philadelphia. Nick is present when a dying man claims that he shot the President and gives detailed information about where he hid the gun. Nick follows the clues, but every step of the way the people helping him seem to die in mysterious circumstances. Also, his father Pa Kegan (John Huston), a vulgar and disgustingly wealthy businessman, keeps interfering with Nick's investigation. The deeper he delves into the assassination, the more Nick realises that he is descending into a web of complex lies and red herrings, where nothing is as it seems and no-one can be trusted.<br /><br />The film is an utter nightmare to follow, and in many ways is not worth trying to follow for the afore-mentioned reason that it deliberately tangles itself up. The cast is packed with extraordinary talent but most of them are wasted. Toshiro Mifune has one of the briefest and most pointless cameo roles in cinematic history; Elizabeth Taylor appears uncredited and has not a single line of dialogue; Richard Boone is given what seems to be an interesting role but his character goes nowhere. John Huston has the best role as the powerful patriarch and provides us with the film's few enjoyable moments with his acerbic delivery. Anthony Perkins also gets a creepy role and handles it well, though his screen time is far too short to do complete justice to the character. Some nudity and sex scenes are tossed in for no real reason and, while they're quite graphic and might appeal to voyeurs, they really belong in another film. The film's semi-comic climax is farcical and disappointing, yet paradoxically memorable in its weird little way. There's obviously a cult audience out there somewhere for Winter Kills.... but I won't be counting myself among its number.",0,5809
90,"This movie is a modest effort by Spike Lee. He is capable of much more than this movie.Get on the Bus while apparenly anti racist, does nothing but berate whites and degrade the black status quo. The plot of this movie is about a group of black men who travel on a bus to Louis Farrakhan's million man march. The bus has every type of person you could imagine:gay, muslim, gangbanger and the Uncle Tom(He is thrown off the bus though). There was one only white person on the bus. He was accused of being a racist the minute he got on the bus to drive. Despite him being a jew and the fact that he explained is situation he ended up being a racist and leaving the bus.I hate to say it but films like this need to realize their own hipocracy and rienforcation of steryotypes. This should not be seen as a triumph but a sad dissapointment. You may think I am a racist for writing this but I mean well. Better luck next time Spike.",0,5874
