,text,label,row_number
79,"Builders put energy into being efficient  quot;Feel that breeze? quot; Sargent said. The draft #39;s cooling effect didn #39;t happen by accident. Sargent pointed out large casement windows that swing out, catching the prevailing southern winds, and ",2,24913
80,"Thousands Protest Gaza Evacuation Plan JERUSALEM - Tens of thousands of Jewish settlers and their backers demonstrated in Jerusalem on Sunday against Prime Minister Ariel Sharon's plan to evacuate all settlements from Gaza and four West Bank enclaves in a rally held against a backdrop of assassination threats and warnings of civil war.    The withdrawal plan has upset the Israeli political scene since it was announced last year, turning Sharon's backers into opponents and detractors into supporters...",0,25226
81,"Rice's Car Crashes Adrian Fernandez wins the Delphi Indy 300, but is overshadowed by a crash that sent Buddy Rice's car skidding upside down along the track.",1,25539
82,Why did Sendo bury the hatchet with MS? &lt;strong&gt;Analysis&lt;/strong&gt; Too expensive to bury it &lt;em&gt;in&lt;/em&gt; MS?,3,25852
83,"Tech Stocks Rise; Oil Prices Boost Sector  NEW YORK (Reuters) - Technology stocks rose on Monday as  semiconductor companies returned to favor, led by Intel  Corp.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=INTC.O target=/stocks/quickinfo/fullquote""&gt;INTC.O&lt;/A&gt; and Broadcom Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BRCM.O target=/stocks/quickinfo/fullquote""&gt;BRCM.O&lt;/A&gt;, helping to lift  major indexes.",2,26165
84,"Ivan #39;s approach ignites energy prices Energy markets shuddered Monday with the approach of Hurricane Ivan, bidding up crude oil and natural gas prices as crews scrambled to evacuate production platforms in the Gulf of Mexico.",2,26478
85,"Eyeing Downturn, Chip Makers Trim Equipment Buying (Reuters) Reuters - The semiconductor industry is showing\the first signs of slowing growth, trimming purchases of raw\materials and production equipment as demand slows, industry\executives and analysts said on Tuesday.",3,26791
86,"Hughes keen on Blackburn position LONDON, England -- Wales coach Mark Hughes has admitted he is interested in taking over as manager of Blackburn, who have lost Graeme Souness to Newcastle.",1,27104
87,"IMlogic Launches Free IM, P2P Blocker IMlogic Inc. on Tuesday launched a free tool to let enterprises detect and block the use of instant messaging, peer-to-peer file sharing networks and voice-over-IP applications within their walls.",3,27417
88,US Study Says a Nuclear Iran Would Aid More Terror Iran could acquire a nuclear bomb in the next one to four years and would become more willing to aid terrorist groups once it has an atomic ,0,27730
89,Apple could pay more to Apple The row has been brewing almost as long as Steve Job #39;s computer outfit existed. In 1978 Apple Records sued Jobs and got an agreement that Apple Computer would never enter the music business.,3,28043
90,"Putin shakeup won #39;t foster a safer Russia Moscow -- President Vladimir Putin #39;s moves to scrap regional elections and reform parliament in the name of fighting terrorism will move Russia closer to authoritarianism without making the country any safer, analysts and liberal politicians say.",0,28356
91,"Rolyal Blues Cut Heynckes Loose With but three points from their first four league matches, Schalke 04 have axed coach Jupp Heynckes on the eve of their Uefa Cup opener against Metalurgs Donetsk.",1,28669
92,"Airbus #39;s launch aid #39; has to be grounded This week, trade officials from the US and the European Union are due to discuss subsidies in the commercial aircraft market. The talks must focus on the subsidy that distorts the market the most - launch ",2,28982
93,"Ryder Cup underdogs pack a bite Ask the question a dozen times and you #39;ll get a dozen answers. Or a dozen shrugs, because nobody really knows. Every two years at the Ryder Cup, the Americans send out a team that looks, on paper, unbeatable.",1,29295
94,"Unionists must make power-sharing pledge - Adams Unionist demands for the IRA to be wound up can be met as soon as they give a pledge to share power in Northern Ireland, Gerry Adams stressed today.",0,29608
95,Deal Gets Clean Bill of Health Will Pacificare's deal with American Medical Security prove to be a lucrative link?,2,29921
96,Kerry: Bush Not Being Straight About Iraq (AP) AP - Democratic Sen. John Kerry on Thursday accused President Bush of failing to tell the truth about the situation in Iraq as the country falls into more violence and chaos with each passing day.,0,30234
97,"Iran May Extend Partial Nuke Enrichment Freeze  VIENNA (Reuters) - Iran's policymakers may decide to extend  its partial freeze on uranium enrichment, a process that can  make fuel for nuclear power plants or weapons, a senior Iranian  official said on Friday.",0,30547
98,"How many planets are there, Indian president asks South African students (AFP) AFP - South African students at a high school in a township outside Durban were treated to a special science lesson delivered by Indian President Abdul Kalam.",0,30860
99,"U.S. Stocks Rise, But Oil Surges Again  NEW YORK (Reuters) - Stocks rose on Friday after Ford Motor  Co. raised its earnings forecasts, but wireless technology  provider Qualcomm Inc. held back gains on the Nasdaq after  saying an accounting review may reduce pretax income.",2,31173
100,"MCI Creditors Are Target of  SEC Subpoenas (washingtonpost.com) washingtonpost.com - The Securities and Exchange Commission has subpoenaed 11 members of MCI Inc.'s former creditors committee for documents related to confidential communications between the company and its bondholders, according to federal bankruptcy court filings.",3,31486
101,"Blair was warned of post-war chaos Prime Minister Tony Blair was warned by top government officials, including his foreign secretary, a year before invading Iraq that chaos could follow the war, the Daily Telegraph says.",0,31799
102,"Putin #39;s reforms are undemocratic says governor A Russian governor has become the first to break ranks over Kremlin plans to abolish elected regional heads and replace them with appointees, attacking the proposals as  quot;undemocratic and unconstitutional quot;.",0,32112
103,Sopranos tipped for Emmys Mobster drama The Sopranos is favourite to take home the most trophies ahead of the Emmy awards.,0,32425
104,Indonesians Begin Voting in Landmark Election (Reuters) Reuters - Indonesians began voting on Monday in a\landmark election expected to remove President Megawati\Sukarnoputri and install an ex-general who has vowed firmer\leadership in fighting terror and boosting the economy.,0,32738
105,"Garcia, offense can #39;t recover They suffered through a rough start against Baltimore in the season opener a week ago, but because they hung in there and just kept grinding away, things gradually ",1,33051
106,"Multiplayer Games Coming to Mobile Phones As millions buy increasingly powerful cell phones, many companies are racing to develop video games to take advantage of the newfound portability. The newest twist is multiplayer: You can face real people in space battles or fishing tournaments.",3,33364
107,"Zimbabwe court drops paper case Charges against four directors of Zimbabwe's banned Daily News newspaper are dropped by a court, citing insufficient evidence.",0,33677
108,Eriksson may be for Real Real Madrid #39;s month of turmoil took another serious turn last night when the club were forced into appointing low-ranking coach Mariano Garcia Remon to replace Jose Antonio ,1,33990
109,"Starwood Taps Former Coke Exec as New CEO  NEW YORK (Reuters) - Steven Heyer, a former top executive  at Coca-Cola who left shortly after being denied the chief  executive slot in May, is set to take the helm of Starwood  Hotels Worldwide, the company said on Tuesday.",2,34303
110,"Iran Converts Uranium in Defiance of UN  By Francois Murphy VIENNA (Reuters) - Iran defied the  United Nations on Tuesday by announcing it has begun converting  a large amount of raw uranium to prepare it for enrichment, a  process that can be used to develop atomic bombs.",0,34616
111,HP forms new blade group HP has formed a new division within its Enterprise Storage and Servers Group designed to unify its blade system development efforts.,3,34929
112,"Dollar Claws Back from Losses  TOKYO (Reuters) - The dollar edged up on Wednesday,  recovering some of the losses it made after the Fed raised U.S.  interest rates as expected but did little to change the  market's view that its monetary tightening cycle will continue.",2,35242
113,"Fire in hot pursuit of US Open title The Chicago Fire has won the US Open tournament three times in its first six seasons, and Jesse Marsch has been involved in all those titles.",1,35555
114,"BCCI blames Zee, ESPN-Star sports; will arrange telecast The Cricket Board today said it was trying its  quot;level best quot; to arrange for live telecast of the India-Australia series, while blaming both ESPN-Star Sports and Zee Telefilms for creating an impasse which forced the board to cancel the entire tendering ",1,35868
115,"Canada Offers Darfur Aid, Eschews 'Genocide' Label (Reuters) Reuters - Canadian Prime Minister Paul Martin\promised on Wednesday to help fund an African Union mission in\Sudan's troubled Darfur region but he skirted the issue of whether\what was happening there was genocide.",0,36181
116,"N.Korea May Be Preparing Missile Launch-Paper (Reuters) Reuters - The United States and Japan have detected\signs that North Korea is preparing to launch a ballistic\missile that could hit almost all of Japan, a Japanese\newspaper said on Thursday.",0,36494
117,"Midwest Getting Its Summer in September CHICAGO - At a time when restaurants typically put away their patio furniture, sweaters replace T-shirts and sailboats are plucked from the water, Midwesterners are out enjoying activities usually reserved for July and August - not weeks past Labor Day. Summer is here...",0,36807
118,"China set for F1 Grand Prix A bird #39;s eye view of the circuit at Shanghai shows what an event Sunday #39;s Chinese Grand Prix will be. The course is arguably one of the best there is, and so it should be considering the amount of money that has been spent on it.",1,37120
119,"As More Exploits Emerge, Security Groups Prep for JPEG Attack The Internet security community is preparing for a working virus or worm attack based on the Microsoft JPEG exploit revealed last week.",3,37433
120,"Canada Raises C\$3.18 Billion in Petro-Canada Sale (Update2) Canada raised C\$3.18 billion (\$2.49 billion) by selling about a fifth of Petro-Canada, marking the nation #39;s biggest share sale and the government #39;s exit from a 1970s-era effort to control its own energy supplies.",2,37746
121,Bank of America bases unit in Hub  Bank of America Corp. confirmed yesterday it will locate its wealth management division in Boston and said it will move about 100 high-level jobs here.,2,38059
122,"Titanic merger of galaxy clusters revealed One of the hottest, most energetic mergers of two colossal galaxy clusters has been imaged in exquisite detail by an X-ray observatory in space, astronomers announced on Thursday.",3,38372
123,"Added Security With Strong Authentication VeriSign and RSA Security intro security tools that could help combat the upswing in E-commerce threats. By Thomas Claburn. It #39;s hard to say what #39;s growing faster, security threats or security solutions.",3,38685
124,Baggage handlers begin strike About 600 baggage handlers and maintenance staff working for air services provider Servisair have gone on strike at Gatwick Airport in a dispute over working conditions.,2,38998
125,"Militant Chechen Rebel Leader to Go on Trial for Masterminding &lt;b&gt;...&lt;/b&gt; Chechen separatist leader Aslan Maskhadov says his group is planning to try the mastermind of the hostage siege in southern Russia that left more than 330 people, more than half of them children, dead.",0,39311
126,"Swedes fire into top two spots SWEDEN #39;S Henrik Stenson opened up a one-shot lead over compatriot Patrik Sjoland after the third round of The Heritage tournament today, as he continued his attempts to resurrect his game.",1,39624
127,"Wildcats bowl over Dartmouth -- again HANOVER, N.H. -- The domination continues. The University of New Hampshire, ranked No. 15, won its fifth straight Granite Bowl over Dartmouth yesterday, pummeling the Big Green, 45-24.",1,39937
128,"Egyptians Irked by Prisoner Swap Deal CAIRO, December 6 (IslamOnline.net  amp; News Agencies) - Despite the Egyptian official denial of any deals behind the release of six Egyptian students detained in Israel and convicted Israeli spy Azzam Azzam, opposition figures and people lambasted what ",0,40250
129,"NOTEBOOK: Bye week very timely for banged-up Lions Had they beaten Philadelphia, the Lions might feel different about taking a week off this early in the season. Had they gone into October with a 3-0 record, they would have been eager to keep the roll going.",1,40563
130,"Get heart smart A few days after the news of former President Clinton #39;s bypass surgery, I felt myself getting seriously short of breath and unable to walk more than a few steps without stopping.",3,40876
131,Vodafone to hand back more cash VODAFONE chief executive Arun Sarin today promised to return more cash to shareholders in the form of bigger dividends or share buybacks.,2,41189
132,"Cingular Wireless plans to sell interactive unit Fund manager Cerberus Capital Management to buy the Mobitex network, used to support a quarter of the world's BlackBerry users.",3,41502
133,"President Bush #39;s Money For Space Cometh citanon writes  quot; The Washington Post reports that House Majority Leader Tom Delay has delivered, via the omnibus spending bill passed Nov. 20, the President #39;s full budgetary request of \$16.2 billion dollars ",3,41815
134,"Pakistan officials tout victory Pakistani officials declared an important victory against al-Qaida yesterday after police shot dead Amjad Farooqi, who was suspected of roles in the execution of Wall ",0,42128
135,"Nation/world briefs NEW YORK - Time Warner Inc. and Comcast Corp. said they are exploring a potential joint bid for Adelphia Communications Corp., the troubled cable company that put itself on the block as part of a Chapter 11 bankruptcy proceeding.",2,42441
136,"Half Of Online Viagra Bogus Half of the Viagra sold over the Internet -- often via spam-style blastings that plague mailboxes worldwide -- is fake, a British researcher said Tuesday.",3,42754
137,Jordan #39;s king: Iraq elections impossible PARIS -- The Jordanian monarch said in an interview published Tuesday that elections in Iraq are impossible in the current chaos and that he sees no chances of improvement in the short term.,0,43067
138,"Motorola to cut 1,000 more positions Motorola Inc., the world #39;s second-largest maker of mobile phones, will cut 1,000 jobs as the company prepares to spin off its computer-chip business, costing \$50 million in severance payments.",2,43380
139,"Flight Controller Readies Shuttle for First Flip NASA -- A decade in Mission Control for native Texan Steve Walker has seen him help steer the Space Shuttle to historic destinations. Among them were the Russian Mir Space Station, the Hubble Space Telescope and the International Space Station...",3,43693
140,"HUD Secretary Comments on Fannie Mae WASHINGTON - It #39;s up to the board of Fannie Mae to decide whether top managers should be removed in the wake of the mortgage giant #39;s accounting crisis, HUD Secretary Alphonso Jackson said Wednesday.",2,44006
141,"IBM settles pension suit, take charge International Business Machines (IBM) has settled portions of an ongoing lawsuit related to pensions, and will take a charge of \$320 million in the current quarter, the technology company said Wednesday.",2,44319
142,"STOCKS TO WATCH SAN FRANCISCO (CBS.MW) - Among the companies whose shares are likely to see active trading in Thursday #39;s session are IBM (IBM: news, chart, profile) and American International Group (AIG: news, chart, profile).",2,44632
143,Key Part of Patriot Act Ruled Unconstitutional A federal judge in New York ruled that a key component of the USA Patriot Act is unconstitutional because it allows the FBI to demand information from Internet service providers without judicial oversight or public review.,3,44945
144,India Expects Jump in High-Tech Imports (AP) AP - India's space agency said Thursday its removal from a U.S. export restriction list earlier this month could result in a threefold import increase of high technology equipment from the United States.,3,45258
145,"A wounded Tiger stays in the game Tiger Woods pursed his lips and cursed under his breath as he stood over his first tee shot, feeling spasms in his back and knowing the sharp pain that was coming with each shot.",1,45571
